uri,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
http://data.doremus.org/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63,Wolfgang Amadeus Mozart,-0.04942387714982033,0.012972225435078144,0.030434519052505493,0.6723809242248535,0.7057142853736877,-0.0032916883938014507,0.04039749875664711,0.03337432071566582,0.023954134434461594,-0.08523057401180267,0.1582336723804474,0.04466380551457405,0.018166353926062584,0.010425074025988579,-0.11195577681064606,0.14295919239521027,-0.030153987929224968
http://data.doremus.org/artist/aabcd2ee-ac9b-30f2-8096-e9de8b3c7a81,Franz Liszt,0.0006276638596318662,-0.008797436952590942,-0.007513287011533976,0.7247619032859802,0.7961905002593994,0.010983861982822418,0.017313098534941673,0.07212019711732864,0.025765711441636086,-0.08515222370624542,0.1564236581325531,0.04305845871567726,0.020398302003741264,0.03255513682961464,-0.04898599535226822,0.03303549066185951,-0.0010504188248887658
http://data.doremus.org/artist/12fa21ff-cfa4-31d6-87d9-a22315193b04,Joseph Haydn,-2.0,-2.0,-2.0,0.6495237946510315,0.7228571176528931,-0.0014216460986062884,0.035583071410655975,0.029519684612751007,0.02396547794342041,-0.08529201149940491,0.15839993953704834,0.042191825807094574,0.008899040520191193,0.007677352987229824,-0.09143475443124771,0.14753837883472443,0.0004027684044558555
http://data.doremus.org/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d,Johannes Brahms,-0.010494900867342949,-0.003959733992815018,0.0009195586899295449,0.7457143068313599,0.8066666722297668,0.0033213640563189983,0.019723644480109215,0.059037286788225174,0.0241695586591959,-0.08540894836187363,0.15825745463371277,0.04479721561074257,0.028942501172423363,0.022952508181333542,-0.06310052424669266,0.11170677840709686,-0.02584988623857498
http://data.doremus.org/artist/f753314d-87a7-32a9-9218-da98ae4f9812,Robert Schumann,0.0006276638596318662,-0.008797436952590942,-0.007513287011533976,0.723809540271759,0.7676190733909607,0.0033860139083117247,0.02183552086353302,0.05933227390050888,0.02393476292490959,-0.08491379022598267,0.15810400247573853,0.04524235427379608,0.03056044690310955,0.023502133786678314,-0.12996146082878113,0.11081994324922562,-0.06906888633966446
http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0,Antonio Vivaldi,-2.0,-2.0,-2.0,0.5980952382087708,0.6580952405929565,0.0018406434683129191,0.05669480189681053,0.028917890042066574,0.02369844913482666,-0.08436888456344604,0.15778687596321106,0.04081955924630165,0.009961199946701527,-0.005155346356332302,-0.11260541528463364,0.15705126523971558,-0.04000697657465935
http://data.doremus.org/artist/668c2943-1b38-3f55-9fb7-e7a9964d25c6,Roland de Lassus,-2.0,-2.0,-2.0,0.4590476155281067,0.5180952548980713,-0.03836215287446976,-0.004662687424570322,0.05129660665988922,0.02396547794342041,-0.08529201149940491,0.15839993953704834,0.05166138708591461,0.006910001393407583,-0.02451014518737793,-2.0,-2.0,-2.0
http://data.doremus.org/artist/00f6e16d-7cd8-3d52-ad65-5f5e85e42123,Frédéric Chopin,-0.0994754210114479,0.03474188968539238,0.06838232278823853,0.723809540271759,0.760952353477478,-0.004017802886664867,0.016289833933115005,0.08552871644496918,0.023866603150963783,-0.08495020121335983,0.15817293524742126,0.03327464312314987,0.026620132848620415,0.043581221252679825,-0.056756507605314255,0.00756837660446763,-0.027414554730057716
http://data.doremus.org/artist/03954109-0253-35d6-a70e-89ab27dea09c,Franz Schubert,-0.0994754210114479,0.03474188968539238,0.06838232278823853,0.7114285826683044,0.7409523725509644,0.0024569083470851183,0.02194344811141491,0.05312122404575348,0.02396547794342041,-0.08529201149940491,0.15839993953704834,0.047847092151641846,0.024260351434350014,0.01908544823527336,-0.08628140389919281,0.09654875844717026,-0.02178383432328701
http://data.doremus.org/artist/5b6b876b-09ba-3856-8dd6-4208c0591621,Domenico Scarlatti,-2.0,-2.0,-2.0,0.6047618985176086,0.6733333468437195,-0.007576408330351114,0.031062336638569832,-0.008722525089979172,0.02396547794342041,-0.08529201149940491,0.15839993953704834,0.04015323892235756,3.0196524676284753e-05,0.0019228140590712428,-0.07555286586284637,0.14613185822963715,-0.013753061182796955
